subject,session,trial_type,recalled,probability,score,pval
LTP479,0,Neg,0.96,0.2980874929544378,0.8983050847457628,0.1144
LTP479,0,Pos,1.0,0.5677763433281429,0.8983050847457628,0.1144
LTP479,0,Sham,0.9583333333333334,0.3651922822678239,0.8983050847457628,0.1144
LTP479,1,Neg,0.875,0.41657729963377726,0.368421052631579,0.7716
LTP479,1,Pos,1.0,0.5465656138200525,0.368421052631579,0.7716
LTP479,1,Sham,0.9130434782608695,0.44364977260822847,0.368421052631579,0.7716
LTP481,0,Neg,0.47058823529411764,0.4379328541695988,0.5261401557285873,0.385
LTP481,0,Pos,0.4583333333333333,0.6139465477036478,0.5261401557285873,0.385
LTP481,0,Sham,0.36,0.5109833924673272,0.5261401557285873,0.385
LTP481,1,Neg,0.8947368421052632,0.39081466684490146,0.38181818181818183,0.8108
LTP481,1,Pos,1.0,0.5196766054926536,0.38181818181818183,0.8108
LTP481,1,Sham,1.0,0.42301384194120695,0.38181818181818183,0.8108
LTP481,3,Neg,0.6785714285714286,0.3385815849360272,0.28014842300556586,0.9896
LTP481,3,Pos,0.5,0.535651002360854,0.28014842300556586,0.9896
LTP481,3,Sham,0.8260869565217391,0.43421248267673934,0.28014842300556586,0.9896
LTP484,0,Neg,0.6923076923076923,0.12617597223857166,0.5982142857142857,0.2652
LTP484,0,Sham,0.9333333333333333,0.1227798000617114,0.5982142857142857,0.2652
LTP484,1,Neg,0.9,0.24640141027048976,0.7251461988304094,0.092
LTP484,1,Sham,0.9230769230769231,0.27646821675675226,0.7251461988304094,0.092
LTP484,2,Neg,0.68,0.2172994168860834,0.7633928571428572,0.0388
LTP484,2,Pos,1.0,0.5521619225482121,0.7633928571428572,0.0388
LTP484,2,Sham,0.875,0.23724547435847543,0.7633928571428572,0.0388
LTP484,3,Neg,0.72,0.16994765892986463,0.7276785714285714,0.068
LTP484,3,Pos,1.0,0.5329217826872727,0.7276785714285714,0.068
LTP484,3,Sham,0.9090909090909091,0.1742512944249686,0.7276785714285714,0.068
LTP486,0,Neg,0.8947368421052632,0.4394320795335966,0.22033898305084745,0.7834
LTP486,0,Pos,0.9696969696969697,0.6023719922043532,0.22033898305084745,0.7834
LTP486,0,Sham,0.9629629629629629,0.4660282910970189,0.22033898305084745,0.7834
LTP486,1,Neg,0.9285714285714286,0.46179505480072347,0.34375,0.9524
LTP486,1,Pos,1.0,0.6797596459779662,0.34375,0.9524
LTP486,1,Sham,0.6818181818181818,0.5625263661227866,0.34375,0.9524
LTP486,2,Neg,0.8636363636363636,0.47281888501061287,0.8305084745762712,0.189
LTP486,2,Pos,1.0,0.5330489931940453,0.8305084745762712,0.189
LTP486,2,Sham,1.0,0.47500280325851413,0.8305084745762712,0.189
LTP486,3,Neg,0.9166666666666666,0.4684773365671621,0.10344827586206898,0.9762
LTP486,3,Pos,0.9642857142857143,0.6140888611121385,0.10344827586206898,0.9762
LTP486,3,Sham,1.0,0.5339204493617292,0.10344827586206898,0.9762
LTP488,0,Neg,1.0,0.384690854057491,0.4392361111111111,0.7404
LTP488,0,Pos,0.7741935483870968,0.9999833926345727,0.4392361111111111,0.7404
LTP488,0,Sham,0.8235294117647058,0.9999999887682991,0.4392361111111111,0.7404
LTP488,1,Neg,0.625,0.3147658704344741,0.6819196428571428,0.0078
LTP488,1,Pos,0.8636363636363636,0.7327281222946618,0.6819196428571428,0.0078
LTP488,1,Sham,0.4230769230769231,0.12075615851467214,0.6819196428571428,0.0078
LTP488,2,Neg,0.6666666666666666,0.30101484641265575,0.4695767195767196,0.6346
LTP488,2,Pos,0.4642857142857143,0.7808569624218386,0.4695767195767196,0.6346
LTP488,2,Sham,0.84,0.5516562676821601,0.4695767195767196,0.6346
LTP488,3,Neg,0.75,0.16394557297989718,0.6506696428571429,0.0228
LTP488,3,Pos,0.5714285714285714,0.8666302156123402,0.6506696428571429,0.0228
LTP488,3,Sham,0.5454545454545454,0.44086732743450374,0.6506696428571429,0.0228
LTP493,0,Neg,0.3333333333333333,0.2921412958972857,0.47777777777777775,0.6172
LTP493,0,Pos,0.5652173913043478,0.965383784242251,0.47777777777777775,0.6172
LTP493,0,Sham,0.42857142857142855,0.8293981603707956,0.47777777777777775,0.6172
LTP493,1,Neg,0.0,0.289398739029067,0.5914702581369249,0.1112
LTP493,1,Pos,0.5172413793103449,0.9340647992482031,0.5914702581369249,0.1112
LTP493,1,Sham,0.4,0.9699571531725695,0.5914702581369249,0.1112
LTP493,2,Neg,0.5714285714285714,0.18703492069572672,0.4575892857142857,0.717
LTP493,2,Pos,0.4,0.759409172954106,0.4575892857142857,0.717
LTP493,2,Sham,0.4,0.4711445181490087,0.4575892857142857,0.717
LTP493,3,Neg,0.4,0.4219021882716456,0.5684093437152391,0.1906
LTP493,3,Pos,0.3870967741935484,0.9628435931373112,0.5684093437152391,0.1906
LTP493,3,Sham,0.35,0.6077838905396996,0.5684093437152391,0.1906
LTP494,0,Neg,0.6153846153846154,0.3985107185860501,0.5558035714285714,0.2352
LTP494,0,Pos,0.8260869565217391,0.5360944325156065,0.5558035714285714,0.2352
LTP494,0,Sham,0.391304347826087,0.3845594426104883,0.5558035714285714,0.2352
LTP494,1,Neg,0.18181818181818182,0.4480102462515428,0.5538194444444444,0.2894
LTP494,1,Pos,0.3333333333333333,0.5363919236088918,0.5538194444444444,0.2894
LTP494,1,Sham,0.8571428571428571,0.43650996234917516,0.5538194444444444,0.2894
LTP494,3,Neg,0.5,0.3944559177428862,0.5454545454545454,0.2944
LTP494,3,Pos,0.4375,0.5201580322840866,0.5454545454545454,0.2944
LTP494,3,Sham,0.6190476190476191,0.36444183085309706,0.5454545454545454,0.2944
LTP495,0,Neg,0.7222222222222222,0.44391469977492215,0.65625,0.0798
LTP495,0,Pos,0.5833333333333334,0.5215311605150402,0.65625,0.0798
LTP495,0,Sham,0.75,0.4606403913178523,0.65625,0.0798
LTP495,1,Neg,0.6666666666666666,0.47343335740165354,0.5037037037037037,0.4974
LTP495,1,Pos,0.5,0.5357997321876942,0.5037037037037037,0.4974
LTP495,1,Sham,0.8461538461538461,0.4731841312285742,0.5037037037037037,0.4974
LTP495,2,Neg,0.7222222222222222,0.45912796205763445,0.44653349001175086,0.764
LTP495,2,Pos,0.631578947368421,0.5239316896195118,0.44653349001175086,0.764
LTP495,2,Sham,0.625,0.4445953521433388,0.44653349001175086,0.764
LTP495,3,Neg,0.5,0.4841114208735635,0.458994708994709,0.7026
LTP495,3,Pos,0.8378378378378378,0.5692972385644279,0.458994708994709,0.7026
LTP495,3,Sham,0.6666666666666666,0.5128565845653528,0.458994708994709,0.7026
LTP496,0,Neg,0.8461538461538461,0.0005304001234079357,0.4109090909090909,0.7414
LTP496,0,Pos,1.0,0.999265558739861,0.4109090909090909,0.7414
LTP496,0,Sham,1.0,1.1024070489337478e-07,0.4109090909090909,0.7414
LTP496,1,Neg,0.75,0.22393897729662446,0.7410714285714286,0.0582
LTP496,1,Pos,0.96875,0.9869070763209042,0.7410714285714286,0.0582
LTP496,1,Sham,0.92,0.9999999999999942,0.7410714285714286,0.0582
LTP496,2,Neg,0.8333333333333334,0.12464581168985844,0.6982758620689655,0.1934
LTP496,2,Pos,0.9285714285714286,0.9816187383449202,0.6982758620689655,0.1934
LTP496,2,Sham,0.9411764705882353,0.18627515701598132,0.6982758620689655,0.1934
LTP496,3,Neg,1.0,0.24159663754085495,0.7413793103448276,0.1464
LTP496,3,Pos,0.8157894736842105,0.9796528443462065,0.7413793103448276,0.1464
LTP496,3,Sham,0.95,0.7000800564393916,0.7413793103448276,0.1464
LTP497,0,Neg,0.5384615384615384,0.36272031838586527,0.4916512059369202,0.5254
LTP497,0,Pos,0.8571428571428571,0.6249721120169746,0.4916512059369202,0.5254
LTP497,0,Sham,0.7894736842105263,0.44617553583504327,0.4916512059369202,0.5254
LTP497,1,Neg,0.5833333333333334,0.40395958277282284,0.6252319109461967,0.1044
LTP497,1,Pos,0.5714285714285714,0.6779855878953971,0.6252319109461967,0.1044
LTP497,1,Sham,0.72,0.5632636336345385,0.6252319109461967,0.1044
LTP497,2,Neg,0.2777777777777778,0.42186069459296005,0.46153846153846156,0.6968
LTP497,2,Pos,0.5238095238095238,0.6999077801169163,0.46153846153846156,0.6968
LTP497,2,Sham,0.45454545454545453,0.603079222803175,0.46153846153846156,0.6968
LTP497,3,Neg,0.4642857142857143,0.31974339514309286,0.5776397515527951,0.192
LTP497,3,Pos,0.0,0.5427396223780545,0.5776397515527951,0.192
LTP497,3,Sham,0.8421052631578947,0.3340167764215886,0.5776397515527951,0.192
LTP498,0,Neg,0.4782608695652174,0.28767911272571184,0.549043062200957,0.2636
LTP498,0,Sham,0.6842105263157895,0.26757276791390433,0.549043062200957,0.2636
LTP498,2,Neg,0.8571428571428571,0.3670798467581547,0.592013888888889,0.1594
LTP498,2,Pos,0.25,0.6066715893061321,0.592013888888889,0.1594
LTP498,2,Sham,0.8095238095238095,0.39337011659762183,0.592013888888889,0.1594
LTP498,3,Neg,0.3333333333333333,0.41764273354341236,0.525,0.3958
LTP498,3,Pos,0.6111111111111112,0.703200327257882,0.525,0.3958
LTP498,3,Sham,0.6666666666666666,0.589209664666905,0.525,0.3958
LTP500,0,Neg,0.5,0.009064281766417749,0.5874285714285714,0.1272
LTP500,0,Pos,0.47619047619047616,0.981335977284468,0.5874285714285714,0.1272
LTP500,0,Sham,0.46153846153846156,0.9585865426334444,0.5874285714285714,0.1272
LTP500,1,Neg,0.5,0.104450979140088,0.4932126696832579,0.532
LTP500,1,Pos,0.7647058823529411,0.9808406312079361,0.4932126696832579,0.532
LTP500,1,Sham,0.5,0.9937151836389373,0.4932126696832579,0.532
LTP500,2,Neg,0.8571428571428571,0.01374063712543708,0.2897727272727273,0.9636
LTP500,2,Pos,1.0,0.999999997623877,0.2897727272727273,0.9636
LTP500,2,Sham,0.75,0.8344518227091525,0.2897727272727273,0.9636
LTP500,3,Neg,0.6153846153846154,0.12351210654820231,0.580965909090909,0.1776
LTP500,3,Pos,0.7142857142857143,0.9900529116436073,0.580965909090909,0.1776
LTP500,3,Sham,0.6666666666666666,0.9593154503425722,0.580965909090909,0.1776
